Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
alpenacounty.org,,,,County,,Michigan,"alpena county, mi -- Note added 9/2/15 19:55",http://alpenacounty.org/,6/6/13 18:08
alphaboro.org,,,,County,,New Jersey,"Borough of Alpha, NJ (Warren County) -- Note added 6/30/14 11:46",http://alphaboro.org/,6/6/13 18:08
alpinecity.org,,,,Local,,Utah,"City of Alpine, UT -- Note added 8/19/14 4:58",http://www.alpinecity.org/,6/6/13 18:08
alpinenj07620.org,,,,County,,New Jersey,"Borough of Alpine, NJ (Bergen County) -- Note added 6/30/14 11:48",http://alpinenj07620.org/index.html,6/6/13 18:08
alpinetwp.org,,,,Local,,Michigan,"alpine township, mi -- Note added 9/2/15 19:56",http://alpinetwp.org/,6/6/13 18:08
alsteadnh.org,,,,Local,,New Hampshire,"alstead, nh -- Note added 8/28/15 18:35",http://www.alsteadnh.org/,6/6/13 18:08
altamonte.org,,,,Local,,Florida,"City of Altamonte Springs, FL -- Note added 2/25/15 15:22",http://altamonte.org/,6/6/13 18:08
altamontvillage.org,,,,Local,,New York,"Village of Altamont, NY -- Note added 6/8/15 12:05",http://altamontvillage.org/Pages/index,6/6/13 18:08
alvaok.org,,,,Local,,Oklahoma,"alva, ok -- Note added 8/28/15 16:27",http://alvaok.org/,6/6/13 18:08
ambridgeboro.org,,,,Local,,Pennsylvania,"Borough of Ambridge, PA -- Note added 6/30/14 15:48",http://www.ambridgeboro.org/,6/6/13 18:08
americorpsconnect.org,Corporation for National and Community Service,,,Federal,,,"AmeriCorps Connect, Corporation for National and Community Service -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
amerywisconsin.org,,,,Local,,Wisconsin,"City of Amery, WI -- Note added 11/20/13 16:12",http://amerywisconsin.org/,6/6/13 18:08
anc1c.org,,,,Local,,District of Columbia,DC Advisory Neighborhood Commission 1C -- Note added 6/7/13 17:33,#N/A,6/6/13 18:08
anc2f.org,,,,Local,,District of Columbia,DC Advisory Neighborhood Commission 2F -- Note added 6/7/13 17:34,#N/A,6/6/13 18:08
anc3e.org,,,,Local,,District of Columbia,DC Advisory Neighborhood Commission 3E -- Note added 6/7/13 17:35,#N/A,6/6/13 18:08
andersoncountysc.org,,,,County,,South Carolina,"anderson county, sc -- Note added 8/28/15 13:17",http://www.andersoncountysc.org/,6/6/13 18:08
andersontownship.org,,,,Local,,Ohio,"Anderson Township, OH -- Note added 3/10/14 15:11",http://www.andersontownship.org/,6/6/13 18:08
andoverct.org,,,,Local,,Connecticut,"Town of Andover, CT -- Note added 12/15/14 6:13",http://andoverct.org/,6/6/13 18:08
andovertwp.org,,,,Local,,New Jersey,"Andover Township, NJ (Incorporated 1864; Sussex County) -- Note added 6/30/14 16:15",http://andovertwp.org/,6/6/13 18:08
angier.org,,,,Local,,North Carolina,"angier, nc -- Note added 9/11/15 17:12",http://angier.org/,6/6/13 18:08
angolain.org,,,,Local,,Indiana,"Angola, In -- Note added 8/27/15 14:12",http://angolain.org/,6/6/13 18:08
annetta.org,,,,Local,,Texas,"Town of Anetta, TX -- Note added 3/3/15 6:35",http://annetta.org/,6/6/13 18:08
anra.org,,,,Local,,Texas,"Angelina & Neches River Authority, TX -- Note added 3/3/15 6:36",http://www.anra.org/,6/6/13 18:08
antigo-city.org,,,,Local,,Wisconsin,"City of Antigo, WI -- Note added 4/1/14 13:08",http://www.antigo-city.org/,6/6/13 18:08
antrimcounty.org,,,,County,,Michigan,"antrim county, mi -- Note added 9/2/15 19:56",http://www.antrimcounty.org/,6/6/13 18:08
antrimnh.org,,,,Local,,New Hampshire,"antrim, nh -- Note added 8/28/15 18:35",http://antrimnh.org/Pages/index,6/6/13 18:08
apdcares.org,,,,State,,Florida,Agency for Persons with Disabilities (APD) -- Note added 2/25/15 15:33,http://apdcares.org/,6/6/13 18:08
apexnc.org,,,,Local,,North Carolina,"apex, nc -- Note added 9/11/15 17:10",http://apexnc.org/,6/6/13 18:08
apfc.org,,,,State,,Alaska,Alaska Permanent Fund Corporation -- Note added 6/6/13 18:08,http://apfc.org/home/Content/home/index.cfm,6/6/13 18:08
apollopa.org,,,,Local,,Pennsylvania,"Borough of Apollo, PA -- Note added 6/30/14 20:40",http://apollopa.org,6/6/13 18:08
appleton.org,,,,Local,,Wisconsin,"City of Appleton, WI -- Note added 7/25/14 5:07",http://appleton.org/,6/6/13 18:08
applevalley.org,,,,Local,,California,City of Apple Valley website -- Note added 3/10/15 16:38,http://applevalley.org/Index.aspx?page=1,6/6/13 18:08
arabcity.org,,,,Local,,Alabama,"City of Arab, AL -- Note added 6/12/13 17:15",http://arabcity.org/,6/6/13 18:08
arbenefits.org,,,,State,,Arkansas,ARBenefitsfor Arkansas State and Public School Plan MembersProvided by the Employee Benefit Division of the [Arkansas] Department of Finance & Administration -- Note added 12/10/14 6:24,http://portal.arbenefits.org/Pages/default.aspx,3/20/14 15:13
arcadialouisiana.org,,,,Local,,Louisiana,"Town of Arcadia, La. -- Note added 8/21/15 14:19",http://arcadialouisiana.org/arcadialouisiana/Arcadia_Louisiana.html,6/6/13 18:08
archuletacounty.org,,,,County,,Colorado,"Archuleta County, CO -- Note added 6/6/13 18:08",http://archuletacounty.org/,6/6/13 18:08
ardc.org,,,,Regional,,Minnesota,"Arrowhead Regional Development Commission, MN -- Note added 3/11/15 15:19",http://www.ardc.org/,6/6/13 18:08
arfireprotection.org,,,,State,,Arkansas,Arkansas Fire Protection Licensing Board -- Note added 6/12/13 18:10,http://www.arfireprotection.org/,6/6/13 18:08
arguard.org,,,,State,,Arkansas,Arkansas National Guard -- Note added 1/23/14 13:42,http://www.arguard.org/,1/23/14 13:42
argylewi.org,,,,Local,,Wisconsin,"Village of Argyle, WI -- Note added 7/25/14 5:10",http://argylewi.org/,6/6/13 18:08
arkansasctf.org,,,,State,,Arkansas,Arkansas Children's Trust Fund -- Note added 7/17/13 16:07,http://www.arkansasctf.org/,6/6/13 18:08
arkansased.org,,,,State,,Arkansas,Arkansas Department of Education -- Note added 12/10/14 6:56,http://www.arkansased.org/,6/6/13 18:08
arkcity.org,,,,Local,,Kansas,"City of Arkansas City, KS -- Note added 6/6/13 18:08",http://arkcity.org/portal/portal.aspx,6/6/13 18:08
arlpc.org,,,,State,,Arkansas,Arkansas Livestock and Poultry Commission -- Note added 7/17/13 16:14,http://www.arlpc.org/index.asp,6/6/13 18:08
armedicalboard.org,,,,State,,Arkansas,Arkansas State Medical Board -- Note added 7/17/13 17:16,http://armedicalboard.org/,6/6/13 18:08
armstrongtwp.org,,,,Local,,Pennsylvania,"Armstrong Township, Indiana County, PA -- Note added 9/23/15 12:57",http://armstrongtwp.org/,6/6/13 18:08
arnoldmo.org,,,,Local,,Missouri,"City of Arnold, MO -- Note added 9/2/15 14:14",http://www.arnoldmo.org/,6/6/13 18:08
aroptometry.org,,,,State,,Arkansas,Arkansas State Board of Optometry -- Note added 11/18/13 15:44,http://www.aroptometry.org/,6/6/13 18:08
arptb.org,,,,State,,Arkansas,Arkansas State Board of Physical Therapy -- Note added 11/18/13 15:45,http://www.arptb.org/,6/6/13 18:08
arrowsic.org,,,,Local,,Maine,"arrowsic, me -- Note added 8/27/15 17:56",http://arrowsic.org/,6/6/13 18:08
arroyogrande.org,,,,Local,,California,City of Arroyo Grande website -- Note added 3/10/15 16:50,http://www.arroyogrande.org/,6/6/13 18:08
arundelmaine.org,,,,Local,,Maine,"Town of Arundel, ME -- Note added 11/20/13 16:21",http://www.arundelmaine.org/,6/6/13 18:08
arvin.org,,,,Local,,California,City of Arvin website -- Note added 3/10/15 16:52,http://www.arvin.org/,6/6/13 18:08
asbca.org,,,,State,,Arkansas,Arkansas State Board of Collection Agencies -- Note added 11/18/13 15:45,http://www.asbca.org/,6/6/13 18:08
ashfordtownhall.org,,,,Local,,Connecticut,"Town of Ashford, CT -- Note added 12/15/14 6:14",http://ashfordtownhall.org/,6/6/13 18:08
ashgrovemo.org,,,,Local,,Missouri,"City of Ash Grove, MO -- Note added 9/2/15 14:21",http://www.ashgrovemo.gov/,6/6/13 18:08
ashiwi.org,,,,Native Sovereign Nation / Tribal,,New Mexico,"Pueblo of Zuni, Zuni, NM -- Note added 6/12/13 15:49",http://ashiwi.org/,6/6/13 18:08
ashlandcounty.org,,,,County,,Ohio,"Ashland County, OH -- Note added 3/10/14 15:29",http://www.ashlandcounty.org,6/6/13 18:08
ashtownship.org,,,,Local,,Michigan,"ash township, mi -- Note added 9/2/15 19:57",http://ashtownship.org/,6/6/13 18:08
askjan.org,Department of Labor,Office of Disability Employment Policy,,Federal,,,"Job Accommodation Network, a service of U.S. Department of Labor's Office of Disability Employment Policy. -- Note added 9/24/13 12:49",http://askjan.org/,9/24/13 12:48
asmdc.org,,,,State,,California,"California State Assembly Democratic Caucus, State of California -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
asthmacommunitynetwork.org,,,,Quasigovernmental,,," Asthma Community Network            Join today and become a partner in building and maintaining AsthmaCommunityNetwork.org. This online Network is designed for community-based asthma programs and organizations that sponsor them&mdash;including representatives of health plans and providers, government health and environmental agencies, nonprofits, coalitions, schools and more. The Network is supported by the http://www.epa.gov/ U.S. Environmental Protection Agency in partnership with http://asthma.umich.edu/ Allies Against Asthma, a program of the Robert Wood Johnson Foundation and the http://www.asthmacommunitynetwork.org/mcanpartners Merck Childhood Asthma Network, Inc. (MCAN), a nonprofit organization funded by the Merck Company Foundation. From http://www.asthmacommunitynetwork.org/about/whoweare ; Retrieved December 23, 2016         -- Note added 12/23/16 21:37",http://www.asthmacommunitynetwork.org/,12/23/16 20:36
atascadero.org,,,,Local,,California,City of Atascadero website -- Note added 3/10/15 16:58,http://atascadero.org/,6/6/13 18:08
atchisoncountyks.org,,,,County,,Kansas,"Atchison County, KS -- Note added 6/6/13 18:08",http://atchisoncountyks.org/,6/6/13 18:08
atglen.org,,,,Local,,Pennsylvania,"Borough of Atglen, PA -- Note added 6/30/14 20:50",http://atglen.org/,6/6/13 18:08
athensoh.org,,,,County,,Ohio,"Athens County, OH -- Note added 11/20/13 16:18",http://www.co.athensoh.org/,11/20/13 16:18
atlanticcoastcfc.org,Combined Federal Campaign,,,Federal,,Florida,Atlantic Coast Combined Federal Campaign -- Note added 6/15/15 19:37,http://www.atlanticcoastcfc.org/,6/6/13 18:08
atlastownship.org,,,,Local,,Michigan,"atlas township, mi -- Note added 9/2/15 19:57",http://atlastownship.org/,6/6/13 18:08
atlfa.org,,,,State,,Virginia,Assistive Technology Loan Fund Authority. The authority offers low interest loans for a variety of special equipment to eligible applicants. See the establishing law at http://law.lis.virginia.gov/authorities/assistive-technology-loan-fund-authority-atlfa  -- Note added 7/23/14 15:46,http://atlfa.org/,6/6/13 18:08
attica.org,,,,Local,,New York,"Village of Attica, NY -- Note added 5/27/15 18:46",http://www.attica.org/,6/6/13 18:08
atwater.org,,,,Local,,California,City of Atwater website -- Note added 3/10/15 17:00,http://atwater.org/,6/6/13 18:08
auburnalabama.org,,,,Local,,Alabama,"City of Auburn, AL -- Note added 6/12/13 17:20",http://auburnalabama.org/,6/6/13 18:08
auburnhills.org,,,,Local,,Michigan,"auburn hills, mi -- Note added 9/2/15 19:57",http://auburnhills.org/,6/6/13 18:08
audubonparknj.org,,,,County,,New Jersey,"Audubon Park Borough, NJ (Camden County) -- Note added 6/30/14 11:54",http://audubonparknj.org/index.html,6/6/13 18:08
auglaizecounty.org,,,,County,,Ohio,"Auglaize County, OH -- Note added 3/10/14 16:09",http://www2.auglaizecounty.org/,6/6/13 18:08
aurora-cityhall.org,,,,Local,,Missouri,"City of Aurora, MO -- Note added 9/2/15 14:41",http://aurora-cityhall.org/,6/6/13 18:08
aurora-il.org,,,,Local,,Illinois,"City of Aurora, IL -- Note added 11/20/13 16:47",http://aurora-il.org/,6/6/13 18:08
auxpa.org,U.S. Coast Guard Auxiliary,,,Federal,,,"U.S. Coast Guard Auxillary, Department of Public Affairs -- Note added 10/24/14 12:20",http://www.auxpa.org/,10/24/14 12:19
avalonboro.org,,,,County,,New Jersey,"Avalon Borough, NJ (Cape May County) -- Note added 6/30/14 11:57",http://avalonboro.net/,6/6/13 18:08
avamissouri.org,,,,Local,,Missouri,"City of Ava, MO. -- Note added 9/2/15 15:28",http://avamissouri.org/,6/6/13 18:08
avcp.org,,,,Native Sovereign Nation / Tribal,,Alaska,"Association of Village Council Presidents (AVCP) is a regional tribal council based in Bethel, Alaska. -- Note added 6/12/13 15:01",http://avcp.org/,6/12/13 15:00
avon-ny.org,,,,Local,,New York,"Community of Avon, NY -- Note added 6/8/15 12:09",http://avon-ny.org/,6/6/13 18:08
avon.org,,,,Local,,Colorado,"Town of Avon, CO -- Note added 6/6/13 18:08",http://avon.org/,6/6/13 18:08
avondale.org,,,,Local,,Arizona,"City of Avondale, AZ -- Note added 11/18/13 15:47",http://avondale.org/,6/6/13 18:09
avondaleestates.org,,,,Local,,Georgia,"City of Avondale Estates, Ga -- Note added 8/25/15 14:05",http://avondaleestates.org/,6/6/13 18:08
avongov.org,,,,Local,,Indiana,"Avon, In -- Note added 8/27/15 14:12",http://avongov.org/,6/6/13 18:08
avonlake.org,,,,Local,,Ohio,"City of Avon Lake, OH -- Note added 3/10/14 16:17",http://www.avonlake.org/,6/6/13 18:08
avonmass.org,,,,Local,,Massachusetts,"Town of Avon, MA -- Note added 8/26/15 15:35",http://www.avon-ma.gov/,6/6/13 18:08
avontownship.org,,,,Local,,Minnesota,"Avon Township, MN -- Note added 3/11/15 15:23",http://avontownship.org/,6/6/13 18:08
awendawsc.org,,,,Local,,South Carolina,"awendaw, sc -- Note added 8/28/15 13:18",http://awendawsc.org/,6/6/13 18:08
badgerlandcfc.org,Combined Federal Campaign,,,Federal,,Wisconsin,Badgerland Combined Federal Campaign Serves following counties: ChippewaDaneDunnEu ClaireJacksonJuneauLa CrosseMonroeRockSaukVernon -- Note added 7/25/14 5:12,http://www.badgerlandcfc.org/_root/,6/6/13 18:08
badin.org,,,,Local,,North Carolina,"badin, nc n  -- Note added 9/11/15 17:53",http://badin.org/,6/6/13 18:08
bainbridgeny.org,,,,Local,,New York,"Community of Bainbridge, NY -- Note added 6/8/15 12:09",http://bainbridgeny.org/,6/6/13 18:08
bakercounty.org,,,,County,,Oregon,"Baker County, OR -- Note added 6/12/14 14:13",http://www.bakercounty.org,6/6/13 18:08
bakercountyfl.org,,,,Local,,Florida,"The City of Baker County, FL NOTE:  This is currently a test site -- Note added 6/15/15 19:40",http://208.75.175.18/testsite/,6/6/13 18:08
baldwinborough.org,,,,Local,,Pennsylvania,"Baldwin Borough, PA -- Note added 6/28/13 17:10",http://baldwinborough.org/,6/6/13 18:08
baldwincity.org,,,,Local,,Kansas,"City of Baldwin City, KS -- Note added 6/30/14 6:22",http://www.baldwincity.org/,6/6/13 18:08
baldwinsville.org,,,,Local,,New York,"Village of Baldwinsville, NY -- Note added 11/10/15 12:17",http://www.baldwinsville.org/,6/6/13 18:08
ballville.org,,,,Local,,Ohio,"Ballville Township, Fremont, OH -- Note added 3/10/14 16:21",http://ballville.org/,6/6/13 18:08
baltimoreohio.org,,,,Local,,Ohio,"Village of Baltimore, OH -- Note added 3/10/14 16:24",http://baltimoreohio.org/,6/6/13 18:08
baltometro.org,,,,Local,,Maryland,Baltimore Metropolitan Council -- Note added 4/29/14 14:30,http://www.baltometro.org/,6/6/13 18:08
banderacounty.org,,,,County,,Texas,"Bandera County, TX -- Note added 3/3/15 6:38",http://banderacounty.org/,6/6/13 18:08
baragacounty.org,,,,County,,Michigan,"baraga county, mi -- Note added 9/2/15 19:58",http://www.baragacounty.org/,6/6/13 18:08
barnesvillemd.org,,,,County,,Maryland,"Barnesville is located in Montgomery County, MD -- Note added 5/2/14 19:51",http://www.barnesvillemd.org,6/6/13 18:08
barnetvt.org,,,,Local,,Vermont,"Town of Barnet, VT -- Note added 8/13/14 5:20",http://barnetvt.org/,6/6/13 18:08
barnstablecounty.org,,,,County,,Massachusetts,"Barnstable County, MA -- Note added 8/26/15 15:36",http://www.barnstablecounty.org/,6/6/13 18:08
barnstead.org,,,,Local,,New Hampshire,"barnstead, nh -- Note added 8/28/15 18:36",http://barnstead.org/,6/6/13 18:08
barrecity.org,,,,Local,,Vermont,"City of Barre, VT -- Note added 8/13/14 5:21",http://www.barrecity.org/,6/6/13 18:08
barretown.org,,,,Local,,Vermont,"Town of Barre, VT -- Note added 8/13/14 5:22",http://barretown.org/,6/6/13 18:08
barrowga.org,,,,Local,,Georgia,"Barrow, GA -- Note added 8/25/15 14:08",http://www.barrowga.org/,6/6/13 18:08
barrycounty.org,,,,County,,Michigan,"barry county, mi -- Note added 9/2/15 19:59",http://www.barrycounty.org/,6/6/13 18:08
barstowca.org,,,,Local,,California,municipal website -- Note added 3/4/15 20:46,http://barstowca.org,6/6/13 18:08
bartlettnh.org,,,,Local,,New Hampshire,"bartlett, nh -- Note added 8/28/15 18:36",http://www.townofbartlettnh.org/,6/6/13 18:08
barton.allconet.org,,,,Local,,Maryland,"Town of Barton, MD -- Note added 1/13/14 19:34",http://barton.allconet.org/,6/6/13 18:08
bartoncounty.org,,,,County,,Kansas,"Barton County, KS -- Note added 11/20/13 16:52",http://www.bartoncounty.org/,6/6/13 18:08
