domain_name,agency_organization,maintaining_office,use_case,Type of government,Federal branch,state,comments,link,date_added,agency_type,branch,Domain Type,city,security_contact_email
511ny.org,,,,State,,New York,"511 NY (New York State Department of Transportation), the free, official one-stop, all-encompassing telephone and Web service offering  information on transportation services and conditions throughout New York State.  -- Note added 1/24/14 14:34",http://511ny.org/,1/24/14 14:33,state,,,,
911digitalarchive.org,,,,Quasigovernmental,,,The September 11 Digital Archive (funded by a major grant from the Alfred P. Sloan Foundation and organized by the American Social History Project at the City University of New York Graduate Center and the Center for History and New Media at George Mason University) -- Note added 6/6/13 18:08,http://911digitalarchive.org/,6/6/13 18:08,quasigovernmental,,,,
a2gov.org,,,,Local,,Michigan,"City of Ann Arbor, MI -- Note added 8/31/16 16:38",http://www.a2gov.org/,8/31/16 16:33,local,,,,
aacounty.org,,,,County,,Maryland,"Anne Arundel County, MD -- Note added 4/21/14 14:52",http://www.aacounty.org/,6/6/13 18:08,county,,,,
aal.army,Department of the Army,,,Federal,,,"The Army Applications Laboratory was established in 2018, along with the stand-up of the Army Futures Command, to act as a concierge service across the Army’s Future Force Modernization Enterprise and the broader commercial marketplace of ideas. Based on the 8th floor of the Capital Factory in Austin, AAL’s mission is to align innovative solutions and technologies with Army problems, resources and programs to rapidly discover, validate and transition technology applications in support of Army modernization. - From https://armyfuturescommand.com/aal/. aal.army links to Army Futures Command (armyfuturescommand.com) -- 8/26/2019 DPM",https://aal.army,8/26/19 0:00,federal,unspecified,,,
aapcc.org,,,,Quasigovernmental,,,American Association of Poison Control Centers -- Note added 1/10/14 19:19,http://www.aapcc.org/,1/10/14 19:19,quasigovernmental,,,,
aatwp.org,,,,Local,,Michigan,"Ann Arbor Charter Township, MI -- Note added 9/2/15 19:54",http://aatwp.org/,6/6/13 18:08,local,,,,
aberdeen-md.org,,,,Local,,Maryland,"City of Aberdeen, MD -- Note added 3/20/14 17:17",http://www.aberdeen-md.org/,6/6/13 18:08,local,,,,
aberdeen.sd.us,,,,Local,,South Dakota,"City of Aberdeen, SD -- Note added 11/18/13 14:17",http://aberdeen.sd.us/,6/6/13 18:09,local,,,,
aberdeenms.us,,,,Local,,Mississippi,"City of Aberdeen, MS -- Note added 7/8/14 12:52",http://aberdeenms.us/,6/6/13 18:08,local,,,,
aberdeennj.org,,,,Local,,New Jersey,"Township of Aberdeen, NJ -- Note added 6/27/14 13:03",http://www.aberdeennj.org/,6/6/13 18:08,local,,,,
aberdeenwa.gov,,,,Local,,Washington,"City of Aberdeen, WA -- Note added 9/12/14 5:24",http://aberdeenwa.gov/,6/6/13 18:08,local,,,,
abilenecityhall.com,,,,Local,,Kansas,"City of Abilene, KS -- Note added 6/6/13 18:08",http://abilenecityhall.com/,6/6/13 18:08,local,,,,
abilenetx.com,,,,Local,,Texas,"City of Abilene, TX -- Note added 3/3/15 6:31",http://abilenetx.com/,6/6/13 18:08,local,,,,
abington.org,,,,Local,,Pennsylvania,"Township of Abington, PA -- Note added 6/27/14 16:12",http://abington.org/,6/6/13 18:08,local,,,,
academyadmissions.com,Department of Defense (DOD),,,Federal,,,Air Force Academy Admissions -- Note added 3/24/14 16:11,https://www.academyadmissions.com/,3/24/14 16:11,federal,unspecified,,,
accessduarte.com,,,,Local,,California,"City of Duarte, CA -- Note added 2/27/15 18:10",http://accessduarte.com/,6/6/13 18:08,local,,,,
accessesmeralda.com,,,,County,,Nevada,"County of Esmeralda, NV -- Note added 11/18/13 14:25",http://www.accessesmeralda.com/,6/6/13 18:08,county,,,,
accessfayetteville.org,,,,Local,,Arkansas,"City of Fayetteville, AR -- Note added 7/17/13 16:00",http://accessfayetteville.org/,6/6/13 18:08,local,,,,
accessidaho.org,,,,State,,Idaho,State of Idaho (mirror website of www.idaho.gov) -- Note added 7/17/14 14:28,http://www.accessidaho.org/,6/6/13 18:08,state,,,,
accesskent.com,,,,Local,,Michigan,"accesskent, mi -- Note added 9/2/15 19:54",https://www.accesskent.com/,6/6/13 18:08,local,,,,
accessportsmouthva.com,,,,Local,,Virginia,"City of Portsmouth, VA Economic Development -- Note added 9/5/2020 18:10",https://www.accessportsmouthva.com/,9/5/20 18:10,local,,,,
accidentmd.org,,,,County,,Maryland,"Accident Maryland, located in Garrett County, MD. -- Note added 4/29/14 14:21",http://www.accidentmd.org,6/6/13 18:08,county,,,,
aces.edu,,,,State,,Alabama,Alabama Cooperative Extension System -- Note added 6/12/13 16:37,http://www.aces.edu/main/,6/6/13 18:08,state,,,,
aces.nmsu.edu/pubs,,,,State,,New Mexico,New Mexico Cooperative Extension Publications -- Note added 7/25/13 17:38,,6/6/13 18:08,state,,,,
acgov.org,,,,County,,California,"Alameda, CA County website -- Note added 2/27/15 18:18",http://acgov.org/,6/6/13 18:08,county,,,,
aclink.org,,,,County,,New Jersey,"Atlantic County, NJ  -- Note added 6/27/14 13:13",http://www.aclink.org/,6/6/13 18:08,county,,,,
actonmaine.org,,,,Local,,Maine,"acton, maine -- Note added 8/27/15 17:55",http://actonmaine.org/,6/6/13 18:08,local,,,,
acworth.org,,,,Local,,Georgia,"Acworth, GA -- Note added 8/25/15 14:03",http://cityofacworth.org/,6/6/13 18:08,local,,,,
adamscounty.org,,,,County,,Nebraska,"Adams County, NE -- Note added 12/6/13 18:48",http://adamscounty.org/,6/6/13 18:08,county,,,,
adamscounty.us,,,,County,,Pennsylvania,"Adams County, PA -- Note added 7/24/13 18:55",http://www.adamscounty.us/Pages/Home.aspx,6/6/13 18:08,county,,,,
adamstwp.org,,,,Local,,Pennsylvania,"Adams Township, PA -- Note added 6/30/14 13:50",http://adamstwp.org/,6/6/13 18:08,local,,,,
adaok.com,,,,Local,,Oklahoma,"addock, ok -- Note added 8/28/15 16:26",http://adaok.com/,6/6/13 18:08,local,,,,
adaweb.net,,,,County,,Idaho,"Ada County, ID -- Note added 7/14/14 13:54",https://adacounty.id.gov/,6/6/13 18:08,county,,,,
addisla.org,,,,Local,,Louisiana,"Town of Addis, LA -- Note added 8/21/15 14:16",http://addisla.org/,6/6/13 18:08,local,,,,
addisonadvantage.org,,,,Local,,Illinois,"Village of Addison, IL -- Note added 7/1/14 18:53",http://addisonadvantage.org/,6/6/13 18:08,local,,,,
addisonwi.org,,,,Local,,Wisconsin,"Town of Addison, WI -- Note added 7/25/14 5:44",http://addisonwi.org/,6/6/13 18:08,local,,,,
adeliowa.org,,,,Local,,Iowa,"City of Adel, IA -- Note added 7/19/13 13:11",http://adeliowa.org/default.page,6/6/13 18:08,local,,,,
adellwi.govoffice2.com,,,,Local,,Wisconsin,"Village of Adell, WI -- Note added 1/13/14 19:14",http://www.adellwi.govoffice2.com/,6/6/13 18:09,local,,,,
adlnet.org,Department of Defense (DOD),,,Federal,,,"Advanced Distributed Learning, an official website of the U.S. Government sponsored by the Office of the Under Secretary of Defense for Personnel and Readiness (OUSD P&R) -- Note added 11/13/13 14:12",http://adlnet.org/,11/13/13 14:11,federal,unspecified,,,
adoptpakids.org,,,,State,,Pennsylvania,Pennsylvania Adoption Exchange -- Note added 6/30/14 15:39,http://www.adoptpakids.org/,6/6/13 18:08,state,,,,
adoptuskids.org,,,,Quasigovernmental,,,AdoptUSKids is a service of the U.S. Children's Bureau (HHS) and has been in operation since 2002 by the Adoption Exchange Association ¬†under a cooperative agreement (grant #90CQ0003). -- Note added 6/14/13 18:04,,6/6/13 18:08,quasigovernmental,,,,
adph.org,,,,State,,Alabama,Alabama Department of Public Health -- Note added 6/12/13 16:40,http://adph.org/,6/6/13 18:08,state,,,,
aerhq.org,,,,Quasigovernmental,,,Army Emergency Relief is a private nonprofit organization incorporated in 1942 by the Secretary of War and the Army Chief of Staff. -- Note added 11/18/13 14:29,http://www.aerhq.org/dnn563/,6/6/13 18:08,quasigovernmental,,,,
afacademy.af.edu,Department of Defense (DOD),,,Federal,,,United States Air Force Academy email domain. -- Note added 09/01/21 16:57,https://usafa.edu,9/1/21 16:57,federal,unspecified,,,
afb.org,,,,Quasigovernmental,,,American Foundation for the Blind -- Note added 6/14/13 18:08,http://www.afb.org/default.aspx,6/6/13 18:08,quasigovernmental,,,,
afcity.org,,,,Local,,Utah,"American Fork City, UT -- Note added 7/19/13 18:40",http://afcity.org/,6/6/13 18:08,local,,,,
afcrossroads.com,,,,Quasigovernmental,,,Armed Forces Crossroads -- Note added 6/14/13 18:11,,6/6/13 18:08,quasigovernmental,,,,
afneurope.net,Department of Defense (DOD),,,Federal,,,American Forces Network Europe. AFN American Forces Network &reg; is a registered trademark of the U.S. Department of Defense. -- Note added 5/8/15 14:17,http://www.afneurope.net/,5/8/15 14:16,federal,unspecified,,,
afnpacific.net,Department of Defense (DOD),,,Federal,,,American Forces Network Pacific. AFN American Forces Network &reg; is a registered trademark of the U.S. Department of Defense. -- Note added 5/8/15 14:18,http://afnpacific.net/,5/8/15 14:17,federal,unspecified,,,
afognak.org,,,,Native Sovereign Nation / Tribal,,Alaska,"Native Village of Afognak, Kodiak, AK -- Note added 6/12/13 15:46",http://afognak.org/,6/6/13 18:08,native_sovereign_nation_tribal,,,,
afpmb.org,Department of Defense (DOD),,,Federal,,,Armed Forces Pest Management Board is a Directorate in the Office of the Deputy Under Secretary of Defense for Installations and Environment (DUSD(I&E)). -- Note added 6/14/13 18:13,,6/6/13 18:08,federal,unspecified,,,
afreserve.com,Department of the Air Force,,,Federal,,,US Air Force Reserve recruiting site -- Note added 6/6/13 18:08,https://afreserve.com/,6/6/13 18:08,federal,unspecified,,,
afthunderbirds.com,Department of the Air Force,,,Federal,,,Air Force Thunderbirds -- Note added 9/12/14 11:40,http://afthunderbirds.com/,9/12/14 11:40,federal,unspecified,,,
aftoniowa.com,,,,Local,,Iowa,"City of Afton, IA -- Note added 7/21/15 12:31",http://www.aftoniowa.com/,6/6/13 18:08,local,,,,
ag.umass.edu,,,,State,,Massachusetts,University of Massachusetts Center for Agriculture Research and Extension -- Note added 11/20/13 15:32,http://ag.umass.edu/,6/6/13 18:09,state,,,,
agfirst.com,Farm Credit Administration,,,Federal,,,"AgFirst Farm Credit Bank is part of the national Farm Credit System, the largest agricultural lending organization in the United States -- Note added 7/19/13 13:35",http://agfirst.com/index.asp,6/6/13 18:08,federal,unspecified,,,
agnic.org,,,,Quasigovernmental,,,"Agriculture Network Information Collaborative (AgNIC), a voluntary alliance of institutions working to offer quick and reliable access to quality agricultural information and sources -- Note added 8/20/13 12:17",,8/20/13 12:16,quasigovernmental,,,,
agribank.com,Farm Credit Administration,,,Federal,,,"Under the Farm Credit System's cooperative structure, AgriBank is owned by 17 affiliated Farm Credit Associations. The AgriBank District covers America's Midwest, a fifteen state area from Wyoming to Ohio and Minnesota to Arkansas. -- Note added 6/17/13 15:03",,6/6/13 18:08,federal,unspecified,,,
agrilifeextension.tamu.edu,,,,State,,Texas,Texas A&M AgriLife Extension -- Note added 3/3/15 6:32,http://agrilifeextension.tamu.edu/,6/6/13 18:08,state,,,,
ahfa.com,,,,State,,Alabama,Alabama Housing Finance Authority -- Note added 6/12/13 16:40,http://www.ahfa.com/,6/6/13 18:08,state,,,,
ahfc.us,,,,State,,Alaska,Alaska Housing Finance Corporation -- Note added 6/6/13 18:08,http://www.ahfc.us/,6/6/13 18:08,state,,,,
ahnj.com,,,,Local,,New Jersey,"Borough of Atlantic Highlands, NJ -- Note added 6/30/14 11:38",http://ahnj.com/ahnj/,6/6/13 18:08,local,,,,
aidea.org,,,,State,,Alaska,Alaska Industrial Development and Export Authority -- Note added 6/6/13 18:08,http://www.aidea.org/,6/6/13 18:08,state,,,,
airdefenseartillery.com,Department of Defense (DOD),,,Federal,,,"Air Defense Artillery, a magazine of the Armed Forces as listed at http://www.defense.gov/pubs/magazines.html.  -- Note added 11/18/13 14:34",http://airdefenseartillery.com/,6/6/13 18:08,federal,unspecified,,,
airforce.com,Department of the Air Force,,,Federal,,,US Air Force recruiting site -- Note added 6/6/13 18:08,https://www.airforce.com/,6/6/13 18:08,federal,unspecified,,,
airmont.org,,,,Local,,New York,"Village of Airmont, NY -- Note added 9/26/14 18:33",http://www.airmont.org/,6/6/13 18:08,local,,,,
airspacemag.com,Smithsonian Institution,,,Federal,,,Smithsonian Air & Space Magazine -- Note added 8/25/14 13:00,http://www.airspacemag.com/?no-ist,8/25/14 13:00,federal,unspecified,,,
ajb.org,Employment and Training Administration,,,Federal,,,"America's Job Bank, A CareerOneStop site sponsored by the U. S. Department of Labor, Employment and Training Administration. -- Note added 6/14/13 18:21",,6/6/13 18:08,federal,unspecified,,,
ajcity.net,,,,Local,,Arizona,"Apache Junction, AZ -- Note added 11/18/13 14:35",http://www.ajcity.net/,6/6/13 18:08,local,,,,
ak-prepared.com,,,,State,,Alaska,Alaska's Department of Military and Veterans Affairs Division of Homeland Security and Emergency Management -- Note added 6/27/14 6:01,http://ak-prepared.com/,6/6/13 18:08,state,,,,
akaerospace.com,,,,State,,Alaska,Alaska Aerospace Corporation (Board of directors appointed by Alaska governor) -- Note added 7/23/14 15:36,http://akaerospace.com/index.html,6/6/13 18:08,state,,,,
akenergyauthority.org,,,,State,,Alaska,Alaska Energy Authority -- Note added 6/6/13 18:08,http://www.akenergyauthority.org/,6/6/13 18:08,state,,,,
akoltco.org,,,,County,,Alaska,Alaska Office of Long Term Care Ombudsman -- Note added 6/27/14 6:06,http://akoltco.org/,6/6/13 18:08,county,,,,
akpb.org,,,,State,,Alaska,Alaska Public Broadcasting Commission -- Note added 6/6/13 18:08,http://akpb.org/,6/6/13 17:52,state,,,,
akron-pa.com,,,,Local,,Pennsylvania,"Borough of Akron, PA -- Note added 6/30/14 15:42",http://akron-pa.com/,6/6/13 18:08,local,,,,
akronia.org,,,,Local,,Iowa,"City of Akron, IA -- Note added 6/6/13 18:09",http://akronia.org/,6/6/13 18:09,local,,,,
akrr.com,,,,State,,Alaska,Alaska Railroad Corporation -- Note added 6/6/13 18:08,,6/6/13 18:08,state,,,,
alabama.travel,,,,State,,Alabama,Travel and Tourism Site for Alabama -- Note added 6/6/13 19:22,http://alabama.travel/,6/6/13 19:21,state,,,,
alabamacounterdrug.com,,,,State,,Alabama,Alabama National Guard Counterdrug Program -- Note added 1/23/14 13:41,http://www.alabamacounterdrug.com/,1/23/14 13:40,state,,,,
alabamafilm.org,,,,State,,Alabama,Alabama Film Office -- Note added 6/12/13 16:42,http://alabamafilm.org/2010/index2.shtml,6/6/13 18:08,state,,,,
alachuacounty.us,,,,County,,Florida,"Alachua County, FL -- Note added 6/6/13 18:08",http://alachuacounty.us/Pages/AlachuaCounty.aspx,6/6/13 18:08,county,,,,
alalinc.net,,,,State,,Alabama,"Alabama's Legal Information Center, Alabama Supreme Court and State Law Library Catalog -¬†catalog.alalinc.net and 2.alalinc.net -- Note added 6/12/13 16:43",,6/7/13 12:00,state,,,,
alamedahsg.org,,,,Local,,California,"Housing Authority of the City of Alameda, CA -- Note added 6/12/13 18:44",http://alamedahsg.org/,6/6/13 18:08,local,,,,
alamotexas.org,,,,Local,,Texas,"City of Alamo, TX -- Note added 3/3/15 6:33",http://www.alamotexas.org/,6/6/13 18:08,local,,,,
alamotownship.org,,,,Local,,Michigan,"alamo township, mi -- Note added 9/2/15 19:55",http://www.alamotownship.org/,6/6/13 18:08,local,,,,
alaskacfc.org,Combined Federal Campaign,,,Federal,,Alaska,Alaska Combined Federal Campaign -- Note added 6/7/13 12:14,http://www.alaskacfc.org/_root/,6/6/13 18:08,federal,unspecified,,,
alaskarailroad.com,,,,State,,Alaska,Alaska Railroad Corporation -- Note added 7/2/13 17:55,http://www.alaskarailroad.com/,6/6/13 18:08,state,,,,
alaskarrt.org,,,,Regional,,Alaska,"Alaska Regional Response Team, an advisory board to the Federal On Scene Coordinator (FOSC). -- Note added 6/27/14 6:10",http://alaskarrt.org/,6/7/13 12:10,regional,,,,
alaskaseafood.org,,,,State,,Alaska,Alaska Seafood Marketing Institute -- Note added 6/6/13 18:08,http://alaskaseafood.org/,6/6/13 18:08,state,,,,
albanyca.org,,,,Local,,California,"Official city of Albany, CA website -- Note added 3/2/15 20:59",http://albanyca.org/,6/6/13 18:08,local,,,,
albanycounty.com,,,,County,,New York,"Albany County, NY -- Note added 12/6/13 13:38",http://albanycounty.com/Home.aspx,6/6/13 18:08,county,,,,
albanymo.net,,,,Local,,Missouri,"City of Albany, MO -- Note added 9/2/15 14:11",http://www.albanymo.net/,6/6/13 18:08,local,,,,
albanynh.org,,,,Local,,New Hampshire,"albany, nh -- Note added 8/28/15 18:34",http://www.albanynh.org/,6/6/13 18:08,local,,,,
albanyny.org,,,,Local,,New York,"City of Albany, NY -- Note added 7/24/13 18:57",http://www.albanyny.org/Home.aspx,6/6/13 18:08,local,,,,
albanytownship.com,,,,Local,,Minnesota,"Albany Township, MN -- Note added 7/19/13 13:37",http://albanytownship.com/Home.php,6/6/13 18:08,local,,,,
albemarle.org,,,,County,,Virginia,"Albemarle County, VA -- Note added 5/27/14 14:17",http://www.albemarle.org/,6/6/13 18:08,county,,,,
albionme.com,,,,Local,,Maine,"Town of Albion, ME -- Note added 7/18/14 11:27",http://www.albionme.com/,6/6/13 18:08,local,,,,
albme.org,,,,State,,Alabama,Alabama State Board of Medical Examiners (an administrative and regulatory agency of the state of Alabama) and the Medical Licensure Commission of Alabama -- Note added 6/12/13 16:46,http://albme.org/,6/6/13 18:08,state,,,,
albop.com,,,,State,,Alabama,Alabama Board of Pharmacy -- Note added 6/12/13 16:47,http://albop.com/,6/6/13 18:08,state,,,,
alburtis.org,,,,Local,,Pennsylvania,"Borough of Alburtis, PA -- Note added 6/30/14 15:44",http://alburtis.org/,6/6/13 18:08,local,,,,
aleutianseast.org,,,,Local,,Alaska,"Aleutians East Borough, AK -- Note added 6/7/13 12:38",http://www.aleutianseast.org/,6/6/13 18:08,local,,,,
alexandercityonline.com,,,,Local,,Alabama,"Alexander City, AL -- Note added 6/12/13 17:14",http://www.alexandercityonline.com/,6/6/13 18:08,local,,,,
alexandria-nj.us,,,,Local,,New Jersey,"Alexandria Township, NJ  -- Note added 6/30/14 11:40",http://alexandria-nj.us/,6/6/13 18:08,local,,,,
alexandrianh.com,,,,Local,,New Hampshire,"alexandria, nh -- Note added 8/28/15 18:35",http://alexandrianh.com/,6/6/13 18:08,local,,,,
alexandriatownship.org,,,,Local,,Minnesota,"Alexandria Township, MN -- Note added 3/11/15 15:17",http://www.alexandriatownship.org/,6/6/13 18:08,local,,,,
alfredme.us,,,,Local,,Maine,"alfred, me -- Note added 8/27/15 17:56",http://www.alfredme.us/,6/6/13 18:08,local,,,,
alfredny.org,,,,Local,,New York,"Village of Alfred, NY -- Note added 6/8/15 12:04",http://alfredny.org/,6/6/13 18:08,local,,,,
algomacity.org,,,,Local,,Wisconsin,"City of Algoma, WI -- Note added 7/25/14 5:05",http://www.algomacity.org/,6/6/13 18:08,local,,,,
algonquin.org,,,,Local,,Illinois,"Village of Algonquin, IL -- Note added 7/1/14 18:55",http://algonquin.org/,6/6/13 18:08,local,,,,
alhurra.com,U.S. Agency for Global Media,,,Federal,,,"Alhurra Television, Middle East Broadcasting Networks, Inc. (as listed at http://www.bbg.gov/broadcasters/mbn/).  -- Note added 11/18/13 14:45",http://www.alhurra.com/,7/31/13 15:03,federal,unspecified,,,
allamuchynj.org,,,,Local,,New Jersey,"Village of Allamuchy, NJ -- Note added 6/30/14 11:42",http://allamuchynj.org/,7/24/13 18:59,local,,,,
allegancounty.org,,,,County,,Michigan,"allegan county, nh -- Note added 9/2/15 19:55",http://cms.allegancounty.org/sitepages/default.aspx#.VedTH_lViko,6/6/13 18:08,county,,,,
alleganyco.com,,,,County,,New York,"Allegany County, NY -- Note added 6/7/15 19:57",http://alleganyco.com/,6/6/13 18:08,county,,,,
alleghanycounty.us,,,,County,,Virginia,"Alleghany County, VA -- Note added 8/28/13 12:11",http://www.alleghanycounty.us/index.html,6/6/13 18:08,county,,,,
alleghenycounty.us,,,,County,,Pennsylvania,"Allegheny County, PA -- Note added 7/24/13 13:26",http://alleghenycounty.us/,7/24/13 13:26,county,,,,
alleghenytownship.net,,,,Local,,Pennsylvania,"Allegheny Township, Westmoreland County, PA -- Note added 9/23/15 12:55",http://alleghenytownship.net/,9/23/15 12:55,local,,,,
allencounty.org,,,,County,,Kansas,"Allen County, KS -- Note added 6/30/14 6:17",http://allencounty.org/,6/6/13 18:08,county,,,,
allencountykentucky.com,,,,County,,Kentucky,"allen county, Ky -- Note added 8/27/15 15:11",http://allencountykentucky.com/,6/6/13 18:08,county,,,,
allendalecounty.com,,,,County,,South Carolina,"Allendale County, SC -- Note added 7/23/13 19:51",http://allendalecounty.com/,6/6/13 18:08,county,,,,
allenhurstnj.org,,,,Local,,New Jersey,"Borough of Allenhurst, NJ -- Note added 6/30/14 16:14",http://allenhurstnj.org/content/125/default.aspx,6/6/13 18:08,local,,,,
allentownship.org,,,,Local,,Pennsylvania,"Allen Township, PA -- Note added 6/30/14 15:47",http://allentownship.org/,6/6/13 18:08,local,,,,
almacity.com,,,,Local,,Nebraska,"City of Alma, NE -- Note added 12/6/13 18:48",http://www.almacity.com/,6/6/13 18:08,local,,,,
almawisconsin.com,,,,Local,,Wisconsin,"City of Alma, WI -- Note added 7/25/14 5:06",http://almawisconsin.com/,6/6/13 18:08,local,,,,
alpenacounty.org,,,,County,,Michigan,"alpena county, mi -- Note added 9/2/15 19:55",http://alpenacounty.org/,6/6/13 18:08,county,,,,
alphaboro.org,,,,County,,New Jersey,"Borough of Alpha, NJ (Warren County) -- Note added 6/30/14 11:46",http://alphaboro.org/,6/6/13 18:08,county,,,,
alpharetta.ga.us,,,,Local,,Georgia,"Alpharetta, GA -- Note added 8/25/15 14:03",http://www.alpharetta.ga.us/,6/6/13 18:08,local,,,,
alpinecity.org,,,,Local,,Utah,"City of Alpine, UT -- Note added 8/19/14 4:58",http://www.alpinecity.org/,6/6/13 18:08,local,,,,
alpinenj07620.org,,,,County,,New Jersey,"Borough of Alpine, NJ (Bergen County) -- Note added 6/30/14 11:48",http://alpinenj07620.org/index.html,6/6/13 18:08,county,,,,
alpinetwp.org,,,,Local,,Michigan,"alpine township, mi -- Note added 9/2/15 19:56",http://alpinetwp.org/,6/6/13 18:08,local,,,,
alsde.edu,,,,State,,Alabama,Alabama State Department of Education -- Note added 6/12/13 17:15,http://www.alsde.edu/Pages/home.aspx,6/6/13 18:08,state,,,,
alsteadnh.org,,,,Local,,New Hampshire,"alstead, nh -- Note added 8/28/15 18:35",http://www.alsteadnh.org/,6/6/13 18:08,local,,,,
altamonte.org,,,,Local,,Florida,"City of Altamonte Springs, FL -- Note added 2/25/15 15:22",http://altamonte.org/,6/6/13 18:08,local,,,,
altamontil.net,,,,Local,,Illinois,"City of Altamont, IL -- Note added 7/1/14 18:55",http://altamontil.net/,6/6/13 18:08,local,,,,
altamontvillage.org,,,,Local,,New York,"Village of Altamont, NY -- Note added 6/8/15 12:05",http://altamontvillage.org/Pages/index,6/6/13 18:08,local,,,,
alton-il.com,,,,Local,,Illinois,"City of Alton, IL -- Note added 7/1/14 19:14",http://www.alton-il.com/,6/6/13 18:08,local,,,,
altoona-iowa.com,,,,Local,,Iowa,"Altoona, Ia -- Note added 8/25/15 19:56",http://www.altoona-iowa.com/,6/6/13 18:08,local,,,,
alvaok.org,,,,Local,,Oklahoma,"alva, ok -- Note added 8/28/15 16:27",http://alvaok.org/,6/6/13 18:08,local,,,,
amador-city.com/government,,,,Local,,California,Amador City website -- Note added 3/10/15 16:31,http://www.amador-city.com/amador-city-government.html,6/6/13 18:08,local,,,,
amadorcity.net,,,,Local,,California,"Amador City, CA -- Note added 3/3/15 13:11",http://www.amador-city.com/,3/3/15 13:10,local,,,,
ambridgeboro.org,,,,Local,,Pennsylvania,"Borough of Ambridge, PA -- Note added 6/30/14 15:48",http://www.ambridgeboro.org/,6/6/13 18:08,local,,,,
ameliacova.com,,,,County,,Virginia,"Amelia County, VA -- Note added 5/27/14 20:31",http://www.ameliacova.com/,6/6/13 18:08,county,,,,
americansamoa.travel,,,,State,,American Samoa,Travel and Tourism Site for American Samoa -- Note added 6/6/13 19:22,http://www.americansamoa.travel/,6/6/13 19:11,state,,,,
americorpsconnect.org,Corporation for National and Community Service,,,Federal,,,"AmeriCorps Connect, Corporation for National and Community Service -- Note added 6/6/13 18:08",,6/6/13 18:08,federal,unspecified,,,
amerywisconsin.org,,,,Local,,Wisconsin,"City of Amery, WI -- Note added 11/20/13 16:12",http://amerywisconsin.org/,6/6/13 18:08,local,,,,
amherst.ny.us,,,,Local,,New York,"Town of Amherst, NY -- Note added 5/27/15 18:42",http://www.amherst.ny.us/,6/6/13 18:08,local,,,,
amityville.com,,,,Local,,New York,"Village of Amityville, Long Island, NY -- Note added 6/8/15 12:05",http://amityville.com/,6/6/13 18:08,local,,,,
amtrak.com,National Railroad Passenger Corporation,,,Federal,,,"Amtrak, the National Railroad Passenger Corporation -- Note added 11/18/13 14:58",http://www.amtrak.com/home,6/6/13 18:08,federal,unspecified,,,
amtrakcascades.com,,,,State,,Washington,"Amtrak Cascades, a train service sponsored by the state departments of transportation of Washington and Oregon. -- Note added 6/17/14 14:40",http://amtrakcascades.com/,7/30/13 13:27,state,,,,
